id,Price
1,2338.532
2,3126.281
3,1818.2693
4,2886.0872
5,4011.007
6,3329.8442
7,5974.6543
8,3037.1392
9,3411.9136
10,5122.445
11,6082.906
12,2959.0974
13,3354.6292
14,3479.9465
15,2879.8318
16,4368.3633
17,6091.9404
18,3518.7341
19,3476.5215
20,3566.9048
21,3073.4277
22,3947.5583
23,6536.388
24,4016.8542
25,4290.1846
26,4430.3257
27,4646.172
28,3912.7292
29,6091.9404
30,5808.324
31,3575.7815
32,3591.4238
33,3443.7012
34,5747.3203
35,3060.2976
36,6082.906
37,5738.687
38,3557.0684
39,2904.1934
40,5720.27
41,3856.2634
42,4055.0972
43,3440.9216
44,3506.465
45,2888.5476
46,5843.1733
47,3431.0632
48,6262.577
49,4777.84
50,4390.773
51,3415.333
52,4637.137
53,5227.723
54,4170.8047
55,3440.9216
56,4036.8977
57,3348.972
58,3429.4517
59,3220.086
60,5113.035
61,2986.8733
62,4003.0925
63,4228.754
64,2971.802
65,3391.5981
66,4065.6797
67,3027.4902
68,3002.8708
69,5723.4756
70,5663.0
71,3257.1455
72,4796.1196
73,2543.2458
74,5990.936
75,4147.3057
76,4052.507
77,3058.1416
78,3582.6018
79,3856.2634
80,3101.9177
81,3023.5093
82,3000.7515
83,5721.1855
84,3032.6206
85,3348.2156
86,3198.6218
87,3165.074
88,3742.3762
89,5990.936
90,2726.5024
91,4341.571
92,3092.6443
93,6109.3413
94,5313.519
95,3404.616
96,3416.797
97,2820.7925
98,4397.4033
99,4210.404
100,4637.137
101,5648.174
102,3373.2554
103,2972.3818
104,3764.2935
105,3138.9626
106,3468.038
107,4353.8755
108,3435.5823
109,3399.5435
110,2919.5532
111,3889.844
112,4290.1846
113,3297.072
114,3764.2935
115,3251.5542
116,2626.6401
117,3769.4138
118,3135.902
119,4325.9277
120,3385.1248
121,3287.324
122,6568.2134
123,3978.5518
124,3297.1528
125,6568.2134
126,3362.5498
127,3259.536
128,4929.144
129,3481.7769
130,3016.0999
131,3575.0144
132,4637.137
133,2897.2932
134,3773.3281
135,3390.9946
136,3481.561
137,3517.93
138,3350.6213
139,3551.4563
140,3282.6384
141,4332.14
142,3119.134
143,5990.936
144,3080.0645
145,3431.43
146,3136.7134
147,3012.9636
148,3407.9912
149,4353.8755
150,4646.172
151,2817.938
152,4282.3037
153,3235.394
154,3445.7014
155,4036.0928
156,3395.4058
157,3022.8262
158,4105.186
159,3550.0916
160,3183.211
161,3619.3093
162,3533.3433
163,5122.445
164,3184.754
165,3109.1636
166,3965.8542
167,3569.3164
168,2705.4602
169,2999.647
170,3499.2244
171,4637.137
172,3412.3384
173,5723.379
174,3162.6033
175,3047.19
176,3140.7148
177,6082.906
178,3319.783
179,3029.3198
180,3438.9548
181,4637.137
182,5836.543
183,6082.906
184,3348.2883
185,2872.8757
186,3002.1472
187,3046.8313
188,5777.7456
189,6082.906
190,3097.2417
191,3375.4502
192,5764.3145
193,6074.648
194,4121.1724
195,3865.298
196,4832.7104
197,5571.9077
198,2971.8713
199,3733.4795
200,3584.9998
201,6568.2134
202,6010.497
203,4174.3887
204,3865.298
205,4222.434
206,3332.735
207,4224.5747
208,4103.0127
209,2964.947
210,4646.172
211,2866.3987
212,3421.4385
213,4864.071
214,3559.696
215,4338.155
216,3445.7014
217,4940.9585
218,5797.9995
219,3278.338
220,3887.4573
221,3112.8005
222,3203.3037
223,2994.8086
224,3865.298
225,4554.2017
226,5843.1733
227,2877.2275
228,4332.3296
229,4505.514
230,3833.5425
231,3865.298
232,6082.906
233,3856.2634
234,3445.7014
235,3309.3994
236,3349.6924
237,2766.829
238,3176.6548
239,6263.769
240,3472.0635
241,3295.5261
242,3500.6646
243,5511.5903
244,4600.6562
245,4181.047
246,4158.4355
247,3451.7014
248,4646.172
249,3856.2634
250,3554.2358
